course	section	lesson_number	lesson_title	file_path	audit_status	severity	gaps	applied_fix	public_profile	notes
iOS	03-evolucion	1	Etapa 3: Evolución — Resiliencia y calidad de producción	03-evolucion/00-introduccion.md	fixed_wave5	P0_closed	convencion_flechas,cierre_fences_mermaid,markers_auto,consistencia_semantica	normalizacion_4_flechas+fence_fix+limpieza_markers_auto+alineacion_semantica_etapa3	public_default	ETAPA3 corregida en caliente; pendiente QA visual final cross-theme.
iOS	03-evolucion	2	Caching y offline	03-evolucion/01-caching-offline.md	fixed_wave5	P0_closed	convencion_flechas,cierre_fences_mermaid,markers_auto,consistencia_semantica	normalizacion_4_flechas+fence_fix+limpieza_markers_auto+alineacion_semantica_etapa3	public_default	ETAPA3 corregida en caliente; pendiente QA visual final cross-theme.
iOS	03-evolucion	3	Consistencia e invalidación	03-evolucion/02-consistencia.md	fixed_wave5	P0_closed	convencion_flechas,cierre_fences_mermaid,markers_auto,consistencia_semantica	normalizacion_4_flechas+fence_fix+limpieza_markers_auto+alineacion_semantica_etapa3	public_default	ETAPA3 corregida en caliente; pendiente QA visual final cross-theme.
iOS	03-evolucion	4	Observabilidad	03-evolucion/03-observabilidad.md	fixed_wave5	P0_closed	convencion_flechas,cierre_fences_mermaid,markers_auto,consistencia_semantica	normalizacion_4_flechas+fence_fix+limpieza_markers_auto+alineacion_semantica_etapa3	public_default	ETAPA3 corregida en caliente; pendiente QA visual final cross-theme.
iOS	03-evolucion	5	Tests avanzados	03-evolucion/04-tests-avanzados.md	fixed_wave5	P0_closed	convencion_flechas,cierre_fences_mermaid,markers_auto,consistencia_semantica	normalizacion_4_flechas+fence_fix+limpieza_markers_auto+alineacion_semantica_etapa3	public_default	ETAPA3 corregida en caliente; pendiente QA visual final cross-theme.
iOS	03-evolucion	6	Trade-offs y riesgos	03-evolucion/05-trade-offs.md	fixed_wave5	P0_closed	convencion_flechas,cierre_fences_mermaid,markers_auto,consistencia_semantica	normalizacion_4_flechas+fence_fix+limpieza_markers_auto+alineacion_semantica_etapa3	public_default	ETAPA3 corregida en caliente; pendiente QA visual final cross-theme.
iOS	03-evolucion	7	SwiftData como ProductStore	03-evolucion/06-swiftdata-store.md	fixed_wave5	P0_closed	convencion_flechas,cierre_fences_mermaid,markers_auto,consistencia_semantica	normalizacion_4_flechas+fence_fix+limpieza_markers_auto+alineacion_semantica_etapa3	public_default	ETAPA3 corregida en caliente; pendiente QA visual final cross-theme.
iOS	03-evolucion	8	Backend Firebase: integración enterprise	03-evolucion/07-backend-firebase.md	fixed_wave5	P0_closed	convencion_flechas,cierre_fences_mermaid,markers_auto,consistencia_semantica	normalizacion_4_flechas+fence_fix+limpieza_markers_auto+alineacion_semantica_etapa3	public_default	ETAPA3 corregida en caliente; pendiente QA visual final cross-theme.
iOS	03-evolucion	9	Entregables — Etapa 3: Evolución	03-evolucion/entregables-etapa-3.md	fixed_wave5	P0_closed	convencion_flechas,cierre_fences_mermaid,markers_auto,consistencia_semantica	normalizacion_4_flechas+fence_fix+limpieza_markers_auto+alineacion_semantica_etapa3	public_default	ETAPA3 corregida en caliente; pendiente QA visual final cross-theme.
iOS	anexos	2	Calentamiento: Etapa 3 - Evolución	anexos/calentamiento-etapa-3-evolucion.md	pendiente	NA			public_default	
iOS	04-arquitecto	1	Etapa 4: Arquitecto — Plataforma y gobernanza	04-arquitecto/00-introduccion.md	pendiente	NA			public_default	
iOS	04-arquitecto	2	Bounded Contexts	04-arquitecto/01-bounded-contexts.md	pendiente	NA			public_default	
iOS	04-arquitecto	3	Reglas de dependencia y CI	04-arquitecto/02-reglas-dependencia-ci.md	pendiente	NA			public_default	
iOS	04-arquitecto	4	Navegación y deep links como plataforma	04-arquitecto/03-navegacion-deeplinks.md	pendiente	NA			public_default	
iOS	04-arquitecto	5	Versionado y SPM	04-arquitecto/04-versionado-spm.md	pendiente	NA			public_default	
iOS	04-arquitecto	6	Guía de arquitectura del repositorio	04-arquitecto/05-guia-arquitectura.md	pendiente	NA			public_default	
iOS	04-arquitecto	7	Quality Gates	04-arquitecto/06-quality-gates.md	pendiente	NA			public_default	
iOS	04-arquitecto	8	Entregables — Etapa 4: Arquitecto	04-arquitecto/entregables-etapa-4.md	pendiente	NA			public_default	
iOS	anexos	3	Consolidación: Etapa 4 - Arquitecto	anexos/consolidacion-etapa-4-arquitecto.md	pendiente	NA			public_default	
iOS	05-maestria	1	Etapa 5 — Maestría: Concurrency, SwiftUI moderno y patrones de composición	05-maestria/00-introduccion.md	pendiente	NA			public_default	
iOS	05-maestria	2	Isolation domains y Sendable	05-maestria/01-isolation-domains.md	pendiente	NA			public_default	
iOS	05-maestria	3	Actors en arquitectura	05-maestria/02-actors-en-arquitectura.md	pendiente	NA			public_default	
iOS	05-maestria	4	Structured concurrency	05-maestria/03-structured-concurrency.md	pendiente	NA			public_default	
iOS	05-maestria	5	Testing concurrente	05-maestria/04-testing-concurrente.md	pendiente	NA			public_default	
iOS	05-maestria	6	SwiftUI state moderno	05-maestria/05-swiftui-state-moderno.md	pendiente	NA			public_default	
iOS	05-maestria	7	SwiftUI performance	05-maestria/06-swiftui-performance.md	pendiente	NA			public_default	
iOS	05-maestria	8	Composición avanzada	05-maestria/07-composicion-avanzada.md	pendiente	NA			public_default	
iOS	05-maestria	9	Memory leaks y diagnóstico	05-maestria/08-memory-leaks-y-diagnostico.md	pendiente	NA			public_default	
iOS	05-maestria	10	Migración a Swift 6	05-maestria/09-migracion-swift6.md	pendiente	NA			public_default	
iOS	05-maestria	11	Debugging en Xcode: Encuentra y arregla bugs como un profesional	05-maestria/10-debugging-xcode.md	pendiente	NA			public_default	
iOS	05-maestria	12	11. Cómo Hablar de Arquitectura en una Entrevista	05-maestria/11-entrevista-arquitecto.md	pendiente	NA			public_default	
iOS	05-maestria	13	12. Arquitectura Adaptativa: Más Allá del Patrón	05-maestria/12-arquitectura-adaptativa.md	pendiente	NA			public_default	
iOS	05-maestria	14	Entregables Etapa 5 — Maestría	05-maestria/entregables-etapa-5.md	pendiente	NA			public_default	
iOS	05-maestria	15	Propósito y Alcance	05-maestria/10-rubrica-final/01-rubrica-empleabilidad-ios.md	pendiente	NA			public_default	
iOS	05-maestria	16	Evidencias obligatorias iOS (cierre defendible)	05-maestria/10-rubrica-final/02-evidencias-obligatorias-ios.md	pendiente	NA			public_default	
iOS	05-maestria	17	Checklist de entrega para entrevista (1 página)	05-maestria/10-rubrica-final/03-checklist-entrega-para-entrevista.md	pendiente	NA			public_default	
iOS	anexos	4	Calentamiento: Etapa 5 - Maestría	anexos/calentamiento-etapa-5-maestria.md	pendiente	NA			public_default	
iOS	anexos	5	Quizzes de Autoevaluación	anexos/quizzes-autoevaluacion.md	pendiente	NA			public_default	
iOS	anexos	6	Guía de Recuperación - Curso iOS	anexos/guia-recuperacion-ios.md	pendiente	NA			public_default	
iOS	anexos	7	Atlas visual de arquitectura	anexos/diagramas/atlas-arquitectura.md	pendiente	NA			public_default	
iOS	anexos	8	Cómo añadir una feature nueva	anexos/guia-nueva-feature.md	pendiente	NA			public_default	
iOS	anexos	9	Git Workflow para el Curso	anexos/git-workflow-curso.md	pendiente	NA			public_default	
iOS	anexos	10	Xcode Cheat Sheet: Atajos Esenciales para Productividad	anexos/xcode-cheat-sheet.md	pendiente	NA			public_default	
iOS	anexos	11	Cómo Leer Documentación de Apple Efectivamente	anexos/como-leer-documentacion.md	pendiente	NA			public_default	
iOS	anexos	12	Tips del Simulador: Testing como Profesional	anexos/simulator-tips.md	pendiente	NA			public_default	
iOS	anexos	13	Mental Models: Cómo Pensar en Clean Architecture	anexos/mental-models.md	pendiente	NA			public_default	
iOS	anexos	14	Errores de Compilación: Cómo Leerlos y Solucionarlos	anexos/errores-compilacion.md	pendiente	NA			public_default	
iOS	anexos	15	Anexo: Guía SOLID	anexos/guia-solid.md	pendiente	NA			public_default	
iOS	anexos	16	Anexo: Guía CQS y CQRS	anexos/guia-cqs-cqrs.md	pendiente	NA			public_default	
iOS	anexos	17	Anexo: Batería de Preguntas para Entrevistas Técnicas	anexos/preguntas-entrevista.md	pendiente	NA			public_default	
iOS	anexos	18	Hallazgos y correcciones pedagógicas	anexos/hallazgos-y-correcciones.md	pendiente	NA			public_default	
iOS	anexos	19	Indice de ADRs (Architecture Decision Records)	anexos/adrs/INDICE-ADRS.md	pendiente	NA			public_default	
iOS	anexos	20	ADR-003: Composition Root único para ensamblaje	anexos/adrs/ADR-003-composition-root-unico.md	pendiente	NA			public_default	
iOS	anexos	21	ADR-004: Navegación event-driven desacoplada	anexos/adrs/ADR-004-navegacion-event-driven.md	pendiente	NA			public_default	
iOS	anexos	22	ADR-005: Contratos entre features por eventos/modelos mínimos	anexos/adrs/ADR-005-contratos-features.md	pendiente	NA			public_default	
iOS	anexos	23	ADR-006: Infraestructura real mínima con URLSessionHTTPClient	anexos/adrs/ADR-006-infra-network-urlsession.md	pendiente	NA			public_default	
iOS	anexos	24	ADR-007: Estrategia de cache network-first + TTL + fallback	anexos/adrs/ADR-007-cache-network-first-ttl.md	pendiente	NA			public_default	
iOS	anexos	25	ADR-008: Política explícita de consistencia e invalidación	anexos/adrs/ADR-008-consistencia-invalidation-policy.md	pendiente	NA			public_default	
iOS	anexos	26	ADR-009: Observabilidad por decoradores y logger de aplicación	anexos/adrs/ADR-009-observabilidad-por-decoradores.md	pendiente	NA			public_default	
iOS	anexos	27	ADR-010: Firebase como backend principal encapsulado	anexos/adrs/ADR-010-firebase-backend-principal.md	pendiente	NA			public_default	
iOS	anexos	28	ADR-011: Bounded contexts con ownership y contratos	anexos/adrs/ADR-011-bounded-contexts-governance.md	pendiente	NA			public_default	
iOS	anexos	29	ADR-012: Reglas de dependencia progresivas	anexos/adrs/ADR-012-reglas-dependencia-progresivas.md	pendiente	NA			public_default	
iOS	anexos	30	ADR-013: Modularización/versionado SPM progresivos	anexos/adrs/ADR-013-versionado-spm-progresivo.md	pendiente	NA			public_default	
iOS	anexos	31	ADR-014: Quality gates conceptuales orientados a arquitectura	anexos/adrs/ADR-014-quality-gates-conceptuales.md	pendiente	NA			public_default	
iOS	anexos	32	ADR-NNN: [Título de la decisión]	anexos/adrs/TEMPLATE-ADR.md	pendiente	NA			public_default	
iOS	anexos	33	Apendice: Dominio Banca / Ledger	anexos/apendice-banca-ledger.md	pendiente	NA			public_default	
iOS	anexos	34	Glosario	anexos/glosario.md	pendiente	NA			public_default	
iOS	anexos	35	Proyecto Final: Demuestra lo que has aprendido	anexos/proyecto-final.md	pendiente	NA			public_default	
Android	00-informe	1	Informe del curso	00-informe/INFORME-CURSO.md	pendiente	NA			review_public	
Android	00-informe	2	Auditoría de equivalencia iOS ↔ Android	00-informe/AUDITORIA-EQUIVALENCIA-IOS-ANDROID.md	pendiente	NA			review_public	
Android	00-informe	3	Plan de refuerzo integral del curso Android	00-informe/PLAN-REFUERZO-CURSO-ANDROID.md	pendiente	NA			review_public	
Android	00-informe	4	Mejoras por módulo, criterios y evidencias	00-informe/MEJORAS-POR-MODULO-Y-EVIDENCIAS.md	pendiente	NA			review_public	
